ReviewID,PlayerID,HoursPlayed,Recommended,ReviewScore,ReviewDate
428,49575,21.13,False,4,2023-12-31
429,37865,146.55,True,7,2023-12-31
430,37869,52.42,True,7,2023-12-31
431,37883,35.55,False,5,2023-12-31
432,37886,120.12,True,8,2023-12-31
433,37895,46.38,True,5,2023-12-31
434,37901,53.0,False,6,2023-12-31
435,37981,123.05,False,7,2023-12-31
436,37905,86.93,False,5,2023-12-31
437,37931,155.58,True,8,2023-12-31
438,37940,38.95,False,6,2023-12-31
439,37947,83.42,False,4,2023-12-31
440,37953,138.98,False,8,2023-12-31
441,37954,29.43,True,5,2023-12-31
442,37964,88.92,True,7,2023-12-31
443,37967,141.88,True,8,2023-12-31
444,37929,52.83,False,7,2023-12-31
445,38177,65.27,True,6,2023-12-31
446,38178,151.22,True,8,2023-12-31
447,38191,144.65,True,7,2023-12-31
448,38340,108.97,True,7,2023-12-31
449,38354,98.45,True,7,2023-12-31
450,38362,122.7,True,7,2023-12-31
451,38363,36.47,False,6,2023-12-31
452,38395,80.65,True,5,2023-12-31
453,38400,58.0,False,8,2023-12-31
454,38404,24.42,False,6,2023-12-31
455,38335,151.8,True,7,2023-12-31
456,38412,139.42,True,8,2023-12-31
457,38420,39.12,False,6,2023-12-31
458,38423,42.63,True,6,2023-12-31
459,38434,70.83,True,8,2023-12-31
460,38449,80.0,True,6,2023-12-31
461,38451,97.42,False,7,2023-12-31
462,38453,97.02,True,8,2023-12-31
463,38454,118.87,True,7,2023-12-31
464,38415,70.57,True,7,2023-12-31
465,38324,90.88,True,7,2023-12-31
466,38313,110.18,True,7,2023-12-31
467,38311,60.55,True,7,2023-12-31
468,38192,130.08,True,7,2023-12-31
469,38196,109.05,True,7,2023-12-31
470,38198,125.92,False,6,2023-12-31
471,38206,50.12,False,6,2023-12-31
472,38209,187.53,False,7,2023-12-31
473,38221,139.52,True,8,2023-12-31
474,38233,101.88,True,6,2023-12-31
475,38234,196.72,True,6,2023-12-31
476,38235,22.73,True,3,2023-12-31
477,38240,118.72,True,7,2023-12-31
478,38246,139.47,True,8,2023-12-31
479,38251,94.63,False,7,2023-12-31
480,38282,62.18,True,5,2023-12-31
481,38293,298.53,False,6,2023-12-31
482,38295,84.05,True,6,2023-12-31
483,38298,65.33,False,5,2023-12-31
484,38305,56.28,False,5,2023-12-31
485,38477,32.27,False,4,2023-12-31
486,39097,85.95,True,7,2023-12-31
487,39109,29.43,True,6,2023-12-31
488,39115,54.65,True,5,2023-12-31
489,39984,90.4,True,6,2023-12-31
490,39993,64.08,True,6,2023-12-31
491,39994,56.42,False,5,2023-12-31
492,40027,24.65,False,4,2023-12-31
493,40038,62.32,False,4,2023-12-31
494,40052,62.37,True,6,2023-12-31
495,40072,70.38,False,6,2023-12-31
496,39969,98.25,False,6,2023-12-31
497,40075,96.45,True,7,2023-12-31
498,40087,51.93,True,6,2023-12-31
499,40097,52.27,False,6,2023-12-31
500,40098,40.73,False,7,2023-12-31
501,40099,51.92,True,4,2023-12-31
502,40103,99.83,False,7,2023-12-31
503,40104,114.7,True,8,2023-12-31
504,40108,91.83,True,7,2023-12-31
505,40083,59.27,True,6,2023-12-31
506,40110,53.13,True,6,2023-12-31
507,39953,54.57,True,5,2023-12-31
508,39934,40.37,False,4,2023-12-31
509,39697,236.08,True,9,2023-12-31
510,39718,115.45,True,5,2023-12-31
511,39740,207.7,True,7,2023-12-31
512,39788,85.47,True,7,2023-12-31
513,39794,145.12,False,8,2023-12-31
514,39800,192.08,True,9,2023-12-31
515,39806,102.5,True,7,2023-12-31
516,39947,171.7,True,7,2023-12-31
517,39812,151.98,True,7,2023-12-31
518,39872,100.85,True,7,2023-12-31
519,39879,52.07,True,5,2023-12-31
520,39893,131.02,True,6,2023-12-31
521,39898,182.28,True,6,2023-12-31
522,39915,76.02,True,6,2023-12-31
523,39919,36.35,True,5,2023-12-31
524,39920,144.53,True,7,2023-12-31
525,39816,127.22,True,7,2023-12-31
526,40115,82.53,True,6,2023-12-31
527,40119,137.77,False,6,2023-12-31
528,40121,66.78,True,6,2023-12-31
529,40347,144.27,False,6,2023-12-31
530,40357,27.33,True,4,2023-12-31
531,40368,31.12,False,5,2023-12-31
532,40370,40.4,True,4,2023-12-31
533,40386,109.03,True,6,2023-12-31
534,40398,96.65,True,8,2023-12-31
535,40428,74.5,True,4,2023-12-31
536,40346,77.12,True,6,2023-12-31
537,40440,77.73,True,6,2023-12-31
538,40449,93.92,True,6,2023-12-31
539,40455,51.48,True,6,2023-12-31
540,40456,155.7,True,6,2023-12-31
541,40467,47.68,True,5,2023-12-31
542,40469,88.42,True,7,2023-12-31
543,40476,47.18,True,4,2023-12-31
544,40484,81.32,True,8,2023-12-31
545,40444,53.47,False,5,2023-12-31
546,40322,43.22,True,5,2023-12-31
547,40318,132.25,True,8,2023-12-31
548,40315,55.92,False,6,2023-12-31
549,40155,83.2,True,6,2023-12-31
550,40156,22.92,False,3,2023-12-31
551,40167,155.75,True,7,2023-12-31
552,40179,51.33,False,6,2023-12-31
553,40202,128.88,True,7,2023-12-31
554,40209,102.65,True,7,2023-12-31
555,40220,90.83,True,7,2023-12-31
556,40224,108.8,True,7,2023-12-31
557,40225,68.98,True,6,2023-12-31
558,40233,52.62,False,6,2023-12-31
559,40253,181.2,True,8,2023-12-31
560,40262,95.02,True,6,2023-12-31
561,40266,89.72,True,8,2023-12-31
562,40287,44.48,True,5,2023-12-31
563,40296,48.48,True,6,2023-12-31
564,40299,85.32,True,6,2023-12-31
565,40308,25.58,True,5,2023-12-31
566,39696,64.7,False,5,2023-12-31
567,39690,32.53,False,5,2023-12-31
568,39686,40.55,False,7,2023-12-31
569,39670,113.47,False,8,2023-12-31
570,39233,51.67,True,6,2023-12-31
571,39244,94.2,False,6,2023-12-31
572,39250,38.95,False,6,2023-12-31
573,39275,190.2,True,7,2023-12-31
574,39281,98.93,False,8,2023-12-31
575,39289,64.05,True,7,2023-12-31
576,39293,107.92,True,7,2023-12-31
577,39230,99.85,True,6,2023-12-31
578,39296,68.42,False,8,2023-12-31
579,39300,148.53,True,6,2023-12-31
580,39317,149.38,True,9,2023-12-31
581,39322,79.43,False,6,2023-12-31
582,39335,42.08,True,7,2023-12-31
583,39342,83.98,False,5,2023-12-31
584,39349,62.7,False,7,2023-12-31
585,39351,48.75,True,5,2023-12-31
586,39299,38.5,True,5,2023-12-31
587,39229,66.8,True,5,2023-12-31
588,39228,122.57,False,7,2023-12-31
589,39227,62.17,True,6,2023-12-31
590,39116,86.4,True,6,2023-12-31
591,39119,211.45,False,8,2023-12-31
592,39125,30.0,False,5,2023-12-31
593,39126,57.12,True,6,2023-12-31
594,39135,48.33,True,7,2023-12-31
595,39150,149.9,True,7,2023-12-31
596,39170,55.93,False,5,2023-12-31
597,39174,54.13,False,6,2023-12-31
598,39183,196.7,True,8,2023-12-31
599,39203,80.97,False,6,2023-12-31
600,39207,143.87,True,8,2023-12-31
601,39209,36.72,False,4,2023-12-31
602,39212,76.47,True,6,2023-12-31
603,39213,63.13,False,5,2023-12-31
604,39217,30.23,True,5,2023-12-31
605,39225,56.07,False,6,2023-12-31
606,39226,86.82,True,7,2023-12-31
607,39367,66.03,False,6,2023-12-31
608,40509,24.1,True,4,2023-12-31
609,39388,111.4,True,7,2023-12-31
610,39402,40.07,True,6,2023-12-31
611,39595,59.63,False,7,2023-12-31
612,39596,68.2,True,6,2023-12-31
613,39597,73.5,False,6,2023-12-31
614,39604,164.27,True,8,2023-12-31
615,39606,58.78,False,7,2023-12-31
616,39612,50.6,True,5,2023-12-31
617,39613,86.77,True,7,2023-12-31
618,39591,79.35,True,7,2023-12-31
619,39617,100.45,True,8,2023-12-31
620,39629,136.8,True,4,2023-12-31
621,39630,88.03,True,8,2023-12-31
622,39641,69.53,False,6,2023-12-31
623,39654,32.37,True,6,2023-12-31
624,39657,109.43,True,8,2023-12-31
625,39662,29.93,False,5,2023-12-31
626,39663,170.7,False,6,2023-12-31
627,39628,41.65,True,6,2023-12-31
628,39579,222.8,True,8,2023-12-31
629,39570,59.48,False,7,2023-12-31
630,39569,58.83,True,5,2023-12-31
631,39405,176.55,True,7,2023-12-31
632,39407,86.18,True,6,2023-12-31
633,39410,126.77,True,8,2023-12-31
634,39416,39.82,True,6,2023-12-31
635,39418,70.12,True,7,2023-12-31
636,39442,24.65,True,5,2023-12-31
637,39447,82.63,True,6,2023-12-31
638,39448,44.15,True,5,2023-12-31
639,39462,99.48,True,7,2023-12-31
640,39464,59.63,True,6,2023-12-31
641,39502,102.03,False,6,2023-12-31
642,39505,23.88,True,6,2023-12-31
643,39522,123.92,True,7,2023-12-31
644,39525,53.52,True,7,2023-12-31
645,39530,73.52,True,5,2023-12-31
646,39536,98.22,True,6,2023-12-31
647,39546,100.05,True,9,2023-12-31
648,39401,32.58,False,7,2023-12-31
649,43713,47.18,True,7,2023-12-31
650,43058,37.87,True,6,2023-12-31
651,46311,65.23,False,5,2023-12-31
652,47424,37.73,False,6,2023-12-31
653,45656,42.82,False,4,2023-12-31
654,47427,28.6,False,4,2023-12-31
655,47439,35.92,False,4,2023-12-31
656,45655,69.42,True,6,2023-12-31
657,47460,59.63,True,6,2023-12-31
658,47489,79.53,True,8,2023-12-31
659,45653,46.33,True,5,2023-12-31
660,45645,87.33,True,7,2023-12-31
661,45643,35.32,False,5,2023-12-31
662,45633,43.18,True,6,2023-12-31
663,47490,32.15,False,7,2023-12-31
664,45628,41.75,True,6,2023-12-31
665,45611,65.75,True,8,2023-12-31
666,47499,63.72,True,5,2023-12-31
667,45609,78.02,True,6,2023-12-31
668,45597,48.33,True,6,2023-12-31
669,47500,21.92,False,5,2023-12-31
670,47522,49.83,True,6,2023-12-31
671,45595,55.33,True,6,2023-12-31
672,45580,136.92,True,7,2023-12-31
673,47525,35.03,False,6,2023-12-31
674,45577,67.68,False,6,2023-12-31
675,47528,21.5,False,6,2023-12-31
676,45576,114.32,True,7,2023-12-31
677,45660,87.7,False,7,2023-12-31
678,45551,84.77,True,6,2023-12-31
679,45663,37.42,False,5,2023-12-31
680,45688,68.83,True,5,2023-12-31
681,47338,32.93,True,7,2023-12-31
682,47346,85.75,False,8,2023-12-31
683,47355,71.03,True,7,2023-12-31
684,47364,31.12,True,5,2023-12-31
685,45853,21.65,True,7,2023-12-31
686,45826,71.98,True,6,2023-12-31
687,47374,44.23,True,4,2023-12-31
688,47377,77.63,True,8,2023-12-31
689,47384,25.98,True,5,2023-12-31
690,45824,69.15,True,6,2023-12-31
691,45823,109.85,False,6,2023-12-31
692,45809,24.9,False,5,2023-12-31
693,47392,39.4,False,5,2023-12-31
694,45794,36.75,True,6,2023-12-31
695,47397,28.95,False,6,2023-12-31
696,45770,59.62,True,5,2023-12-31
